;Transcription_Id;Player_Name;Transcription_Text;Stage_Of_The_Game
1493;1493;MATT;MATT: This is the first time you have witnessed the pristine, delicate yet well trained palm of a dwarven hand go straight to its forehead.;Part II
1494;1494;LIAM;LIAM: I carry the flask up to his cup and refill it and say: In my kingdom when a deal is set we drink together. I would like, not much, but to pour us all a drink and agree, surely this cask is weeks' worth of drink–;Part II
1495;1495;MATT;MATT: “Get out of my office.”;Part II
1496;1496;MARISHA;MARISHA: Take the flask, take the flask.;Part II
1497;1497;LIAM;LIAM: I can see it is a cultural difference, my apologies.;Part II
1498;1498;ORION;ORION: Stop it. Just go! What are you doing?;Part II
1499;1499;LIAM;LIAM: You're one to talk!;Part II
1500;1500;ORION;ORION: I'm on the earring.;Part II
1501;1501;MATT;MATT: A second and a third bell starts going off and the guards that are waiting for you guys. They're like– They start leading you outside and as you make your way outside the main building, you can now hear voices shouting, down in the quarry below.;Part II
1502;1502;LAURA;LAURA: I lean down to one of the guards and say: What is that bell for?;Part II
1503;1503;MATT;MATT: “Something is flushing out of the quarry.”;Part II
1504;1504;LAURA;LAURA: Flushing, what does that mean?;Part II
1505;1505;MATT;MATT: “We don't know.” Some of the guards are motioning each other to follow and some of them start going down to one of the tracks that leads down to one of the nearest quarry below.;Part II
1506;1506;TALIESIN;TALIESIN: Just try and like practically usher our guards in that direction, since they seem to want to go in that direction. Let's see if we can push them in that direction.;Part II
1507;1507;MATT;MATT: Okay, you guys follow down towards the quarry, you ask the guard that question and he goes, “I don't know, we've had quite a few interesting things come through.”;Part II
1508;1508;LAURA;LAURA: Like what? Oh, like what?;Part II
1509;1509;MATT;MATT: He swallows and says, “Things I can't describe.”;Part II
1510;1510;TALIESIN;TALIESIN: Well, we can certainly help, lead on.;Part II
1511;1511;MARISHA;MARISHA: Is there anybody running out?;Part II
1512;1512;MATT;MATT: Not yet. As you head halfway down the quarry walkway, you begin seeing dwarves start running out of one of the large quarry tunnels.;Part II
1513;1513;MARISHA;MARISHA: I grab one of them.;Part II
1514;1514;MATT;MATT: Well, they're quite a distance from you. You're still walking down the side. They're a good 100 feet from you. They start running at you, you see blood streaking down one of their faces.;Part II
1515;1515;TRAVIS;TRAVIS: Yes!;Part II
1516;1516;MATT;MATT: They're charging out, one of them has a weapon and is limping, and you start seeing small green scampering things rushing through. One, two, three, four, six, ten goblins come rushing out of the tunnel.;Part II
1517;1517;SAM;SAM: Ah, I don't like these guys.;Part II
1518;1518;LAURA;LAURA: We should attack them! I string my bow.;Part II
1519;1519;MARISHA;MARISHA: Don't you have family history with them?;Part II
1520;1520;MATT;MATT: The three dwarves that are running out, one of them gets hacked down by one of the goblins and jumps on them and is tearing his neck.;Part II
1521;1521;TALIESIN;TALIESIN: I take a shot. Right now.;Part II
1522;1522;LAURA;LAURA: I take a shot. I shoot it!;Part II
1523;1523;MATT;MATT: Okay, both you guys roll–;Part II
1524;1524;LIAM;LIAM: I throw a dagger.;Part II
1525;1525;MATT;MATT: You throw a dagger? Three of you, roll for attack.;Part II
1526;1526;TALIESIN;TALIESIN: 19.;Part II
1527;1527;LAURA;LAURA: 15.;Part II
1528;1528;ORION;ORION: Is there a clear area where there's a bunch of goblins running?;Part II
1529;1529;MATT;MATT: There is an open funnel towards the tunnel.;Part II
1530;1530;ORION;ORION: I'm going to throw a little Fireball, right there where those guys are.;Part II
1531;1531;MATT;MATT: Okay, you guys you all hit from this distance because goblins are puny little things. They're still a little small to see, but you're all pretty well trained and pretty honed with your aim. You fire simultaneously, gunshot echo through the hallway, arrows, flying dagger, you see three goblins fall off a nearby dwarf who goes, “Thank–” At which point a large fireball explodes, killing off about ten or so of the goblins and probably two of the dwarves.;Part II
1532;1532;ORION;ORION: Sorry about that!;Part II
1533;1533;MATT;MATT: The guards stopped.;Part II
1534;1534;SAM;SAM: Did you do that?;Part II
1535;1535;ORION;ORION: Yeah.;Part II
1536;1536;SAM;SAM: Fuck.;Part II
1537;1537;MATT;MATT: They start looking around and they see you pull out your weapons and they all take a step back and realize they don't want to die either. “Well go, if you're going to help, go!”;Part II
1538;1538;TALIESIN;TALIESIN: We run straight in.;Part II
1539;1539;MATT;MATT: With you guys charging in, you can now see a handful more goblins are rushing out. They are like running really fast, sprinting.;Part II
1540;1540;MARISHA;MARISHA: I throw Entangle up, in the distance wherever they're coming from.;Part II
1541;1541;MATT;MATT: Okay, what's the radius on that?;Part II
1542;1542;MARISHA;MARISHA: Like a hundred feet.;Part II
1543;1543;MATT;MATT: That's the range. What is the radius?;Part II
1544;1544;MARISHA;MARISHA: Oh, 20-foot radius.;Part II
1545;1545;MATT;MATT: Okay. You find a portion of the central point where the things exit from the tunnel and these strange reddish vines begin to protrude and to begin to grab nearby goblins and pull them up in this massive, weird vine creature. You hear (stomping) and you now see two larger ogre-like creatures come storming out.;Part II
1546;1546;MARISHA;MARISHA: Oh, shit!;Part II
1547;1547;ORION;ORION: Wonderful!;Part II
1548;1548;MATT;MATT: Everyone roll initiative.;Part II
1549;1549;(cheering);(cheering);Part II
1550;1550;MARISHA;MARISHA: Oh, fuck. Goddamn it.;Part II
1551;1551;TALIESIN;TALIESIN: Oh yeah!;Part II
1552;1552;TRAVIS;TRAVIS: Take it!;Part II
1553;1553;MATT;MATT: All right, do we have initiatives 25 to 20?;Part II
1554;1554;TALIESIN;TALIESIN: 27.;Part II
1555;1555;ORION;ORION: 21.;Part II
1556;1556;LAURA;LAURA: Wait! I didn't roll yet.;Part II
1557;1557;MARISHA;MARISHA: You rolled a 20?;Part II
1558;1558;TALIESIN;TALIESIN: I rolled a 20 plus seven.;Part II
1559;1559;MATT;MATT: 21, you said?;Part II
1560;1560;ORION;ORION: I have 21.;Part II
1561;1561;MATT;MATT: 21 for Tiberius. What did you get? One? Aw.;Part II
1562;1562;MARISHA;MARISHA: Oh, I rolled a two.;Part II
1563;1563;LIAM;LIAM: It's six with the plus.;Part II
1564;1564;SAM;SAM: Fellows. I don't like goblins.;Part II
1565;1565;LAURA;LAURA: 18.;Part II
1566;1566;MATT;MATT: You now see Scanlan, who's usually a jovial individual, his eyes begin to tense with fury.;Part II
1567;1567;SAM;SAM: I don't like goblins.;Part II
1568;1568;MARISHA;MARISHA: Is there anything that you know?;Part II
1569;1569;SAM;SAM: No, they will all die. Don't spare any of them.;Part II
1570;1570;TRAVIS;TRAVIS: Copy that.;Part II
1571;1571;LAURA;LAURA: 18.;Part II
1572;1572;MATT;MATT: All right, so we have–;Part II
1573;1573;TRAVIS;TRAVIS: 18, too.;Part II
1574;1574;TALIESIN;TALIESIN: 27!;Part II
1575;1575;LAURA;LAURA: What?!;Part II
1576;1576;TRAVIS;TRAVIS: Yeah, buddy.;Part II
1577;1577;TALIESIN;TALIESIN: I have 27 initiative.;Part II
1578;1578;MATT;MATT: 15 to ten? Ten to five? Six.;Part II
1579;1579;TALIESIN;TALIESIN: Wow, oh my god.;Part II
1580;1580;SAM;SAM: I got a three.;Part II
1581;1581;MATT;MATT: Okay. All right.;Part II
1582;1582;MARISHA;MARISHA: Four.;Part II
1583;1583;LIAM;LIAM: It was a sudden attack, man.;Part II
1584;1584;SAM;SAM: We weren't ready.;Part II
1585;1585;MATT;MATT: You got a three.;Part II
1586;1586;MARISHA;MARISHA: To be fair I just cast Entangle. It works. I'm distracted holding Entangle.;Part II
1587;1587;MATT;MATT: Yeah, it's fine. Then we have Scanlan. I'll get you guys in placement here, as your bear is currently back at the inn.;Part II
1588;1588;LAURA;LAURA: He is still?;Part II
1589;1589;MATT;MATT: Unless you wanted to bring him along.;Part II
1590;1590;LAURA;LAURA: Well, I thought I brought him. I should have mentioned that.;Part II
1591;1591;MATT;MATT: All right, we'll say you brought him along. That's fine.;Part II
1592;1592;LAURA;LAURA: I'm sorry, I should have emphasized that more.;Part II
1593;1593;MATT;MATT: That's all right. Those of you going first, we're going to keep you on the field here.;Part II
1594;1594;LAURA;LAURA: Oh god.;Part II
1595;1595;MATT;MATT: A number of goblins that are currently held over here.;Part II
1596;1596;LAURA;LAURA: They're easy. Goblins are easy. Orcs are not.;Part II
1597;1597;TRAVIS;TRAVIS: Yeah, those are mine.;Part II
1598;1598;LAURA;LAURA: Ogres?!;Part II
1599;1599;MATT;MATT: Top of the round, Percy you're up.;Part II
1600;1600;TALIESIN;TALIESIN: I'm sitting down and I'm busting out Bad News.;Part II
1601;1601;MARISHA;MARISHA: Bust out Bad News!;Part II
1602;1602;MATT;MATT: Percy stops just as he gets to the quarry, a little bit elevated, and he pulls out from a small sack on his back this large elongated contraption, this weird construction that looks similar to the pepperbox he usually carries, but much larger and cumbersome. He sets it up on the ground with a small stand at the front and preps itself with a visual point.;Part II
1603;1603;TALIESIN;TALIESIN: Ogre.;Part II
1604;1604;MATT;MATT: Ogre back here?;Part II
1605;1605;TALIESIN;TALIESIN: Yep.;Part II
1606;1606;MATT;MATT: All right, roll for your attack with Bad News.;Part II
1607;1607;MARISHA;MARISHA: Have you used it before?;Part II
1608;1608;TALIESIN;TALIESIN: Nope, first time.;Part II
1609;1609;MATT;MATT: His own tinkered construction, Bad News.;Part II
1610;1610;TALIESIN;TALIESIN: That's a 30 attack.;Part II
1611;1611;MATT;MATT: Yep, that'll do it. Go ahead and roll damage.;Part II
1612;1612;MARISHA;MARISHA: Does that critical for you?;Part II
1613;1613;TALIESIN;TALIESIN: 19 actually might.;Part II
1614;1614;MATT;MATT: Natural 19?;Part II
1615;1615;TALIESIN;TALIESIN: Natural 19.;Part II
1616;1616;MATT;MATT: Yeah, that should critical for you.;Part II
1617;1617;TALIESIN;TALIESIN: That does critical for me. I've never criticaled with this either. What does that mean?;Part II
1618;1618;MATT;MATT: That means the damage dice you double. Roll for damage, double that, and add your modifier after that.;Part II
1619;1619;MARISHA;MARISHA: Come on! Big money, no whammies. Yeah! Hell yeah!;Part II
1620;1620;TALIESIN;TALIESIN: (counting) 27 points of damage.;Part II
1621;1621;TRAVIS;TRAVIS: Get after it, big man!;Part II
1622;1622;MARISHA;MARISHA: Is that doubled?;Part II
1623;1623;TALIESIN;TALIESIN: That's doubled.;Part II
1624;1624;MATT;MATT: You guys hear this cacophonous, large blasting sound, a flash of blue energy and sparks shoot out the back of the weapon. It actually lifts Percy off the ground for a second and he shifts himself from the sheer blast. This streaking, heated bullet, reddish, white hot, goes cascading through the air, plunges into the side of the ogre's shoulder with a smattering of blood splattering against the cave behind it. It's actually moved back a step and has to catch itself. Slams its club into the ground. That ends your turn?;Part II
1625;1625;TALIESIN;TALIESIN: I can't do anything after that. That's just reload.;Part II
1626;1626;MATT;MATT: Tiberius, you're up.;Part II
1627;1627;ORION;ORION: I move within 60 feet of those big fellows.;Part II
1628;1628;TALIESIN;TALIESIN: Bad news travels far and fast.;Part II
1629;1629;MARISHA;MARISHA: Nothing travels faster.;Part II
1630;1630;MATT;MATT: This is the entanglement, by the way.;Part II
1631;1631;LAURA;LAURA: Oh, okay.;Part II
1632;1632;ORION;ORION: Right before there.;Part II
1633;1633;MATT;MATT: Everything there is fighting from the entanglement. Most of these goblins are currently inside of it.;Part II
1634;1634;ORION;ORION: I'm going to shoot a Scorching Ray at the big guy.;Part II
1635;1635;MATT;MATT: Both of them?;Part II
1636;1636;SAM;SAM: He said he moved within 60 feet of them.;Part II
1637;1637;MATT;MATT: You moved up to here? All righty.;Part II
1638;1638;MARISHA;MARISHA: They're all entangled, yeah?;Part II
1639;1639;ORION;ORION: That's good right there.;Part II
1640;1640;MARISHA;MARISHA: Still have Entagle up.;Part II
1641;1641;MATT;MATT: These guys here are entangled. These front goblins are not. Scorching Ray you said at which ones?;Part II
1642;1642;ORION;ORION: Actually, oh there's a bunch of those dudes, aren't there? I'm going to do a Fireball instead, right in the center of the juiciness where I can get a couple little guys and both the big guys.;Part II
1643;1643;MATT;MATT: All right, so I'd probably about there would be where you'd want it.;Part II
1644;1644;ORION;ORION: I'm going to do that, and I'm going to spend two sorcerer points immediately to do quickening spell and do another spell right after that.;Part II
1645;1645;MATT;MATT: Okay. As you rush up, you pull back your hand and you see the arcane red energy begin to flow in your palm. You then throw the beam out, and it arcs, slams into the center, and explodes hitting each of these five goblins and the two ogres. What's your DC on your spell?;Part II
1646;1646;ORION;ORION: My DC on my spell is–;Part II
1647;1647;MATT;MATT: Top of your spell page on the right.;Part II
1648;1648;ORION;ORION: Oh! Wait. Oh! 17, sorry.;Part II
1649;1649;MATT;MATT: 17, okay. Wow! The two ogres actually make their saving throws.;Part II
1650;1650;LAURA;LAURA: Ugh!;Part II
1651;1651;MARISHA;MARISHA: Boo!;Part II
1652;1652;MATT;MATT: They got 18 and a 19.;Part II
1653;1653;TRAVIS;TRAVIS: Roll crappier, ogres!;Part II
1654;1654;MATT;MATT: The goblins, however, all disintegrate.;Part II
1655;1655;LAURA;LAURA: All of them?;Part II
1656;1656;MATT;MATT: There's no way they're going to survive the damage you– they (poofing). You see this hint of a red ash mist go, (squeaking) where they once were, and they are all turned to black nothingness. However, roll damage for the ogres. They get half damage because they made their reflex save. So 8d6 damage.;Part II
1657;1657;SAM;SAM: 8d6.;Part II
1658;1658;SAM;SAM: (counting) 27!;Part II
1659;1659;TRAVIS;TRAVIS: What?!;Part II
1660;1660;MATT;MATT: 27, so half that. As the blast of fire dissipates, you can see one of the ogres is now burnt on half of its chest. Looking a little rough. There's blood streaking down from the side of his face where the shrapnel got thrown at him. The other ogre's looking okay.;Part II
1661;1661;ORION;ORION: He's a large creature isn't he?;Part II
1662;1662;MATT;MATT: Yes.;Part II
1663;1663;ORION;ORION: I'm going to use my second spell and do Telekinesis and pick one up and try to hurl him into the other one.;Part II
1664;1664;MATT;MATT: Okay. Which one? The one left here?;Part II
1665;1665;ORION;ORION: The one that's beaten up already.;Part II
1666;1666;SAM;SAM: I'm hard right now!;Part II
1667;1667;MATT;MATT: He does fail his saving throw. You lift him up in the air and throw him into that. That ogre is knocked prone by the impact.;Part II
1668;1668;ALL;ALL: Yeah!;Part II
1669;1669;MATT;MATT: The other one is also knocked prone. Before (splatting) into the wall, both of them slam to the ground.;Part II
1670;1670;MARISHA;MARISHA: With my vines, I make sure my vines really grapple him.;Part II
1671;1671;ORION;ORION: I turn to Grog: They're all yours, buddy!;Part II
1672;1672;MATT;MATT: Go ahead and roll 2d6 impact damage for the force of the throw.;Part II
1673;1673;ORION;ORION: Sweet! Impact damage? Ten.;Part II
1674;1674;MATT;MATT: Ten damage to each of them?;Part II
1675;1675;ORION;ORION: Yeah.;Part II
1676;1676;MATT;MATT: All right. Both of the ogres are now on the ground reeling from the impact. That brings us to Grog and Vex going simultaneously.;Part II
1677;1677;TRAVIS;TRAVIS: Ladies first.;Part II
1678;1678;LAURA;LAURA: Oh! Well, all right. I'm going to cast Hunter's Mark on the most damaged one.;Part II
1679;1679;MATT;MATT: Okay, that'd be this one here.;Part II
1680;1680;LAURA;LAURA: All right. Then I'm going to shoot Lightning Arrow.;Part II
1681;1681;MATT;MATT: All right. Do you want to move a little closer?;Part II
1682;1682;LAURA;LAURA: Yes, I do.;Part II
1683;1683;MATT;MATT: All right. That would put you right there.;Part II
1684;1684;LAURA;LAURA: All right, cool. I'm going to shoot Lightning Arrow at them.;Part II
1685;1685;MATT;MATT: Okay. You pull out your arrow and as you pull it back, a little bit of energy courses through your fingers, strikes through your arrow. You can now see this crackling energy as you're pulling it taut in your bow. You let it loose, roll for attack.;Part II
1686;1686;LAURA;LAURA: Okay! 21!;Part II
1687;1687;MATT;MATT: 21 hits.;Part II
1688;1688;LAURA;LAURA: All right. Then I do something else. 1d8. Right?;Part II
1689;1689;MATT;MATT: Yep. You do the damage of the arrow plus the damage of the spell.;Part II
1690;1690;LAURA;LAURA: Holy moly! So that's this. 13 for the arrow and then 4d8 for the spell. (counting) 17!;Part II
1691;1691;MATT;MATT: 17. Okay. The ogre that's been beaten, blasted by the fireball, it's getting up– (grunt). It grabs its club, and it begins to get up on one leg as the Lightning Arrow slams into its chest. You can see it hits. Looks down for a second, and then the charge pulses through its entire torso. As it does, it screams out, “Ugh!” into the cavern, its whole muscle system locks tight and it falls forward again, onto its chest, smoke rising off of its whole upper area, unmoving, on the ground. He is gone.;Part II
1692;1692;TRAVIS;TRAVIS: Dang! Come on now!;Part II
1693;1693;LAURA;LAURA: Yes! Then the other one takes 2d8 if he fails his saving throw.;Part II
1694;1694;MATT;MATT: Which, with a one, he does.;Part II
1695;1695;LAURA;LAURA: Yes! Oh, he fails it so good.;Part II
1696;1696;MATT;MATT: Go ahead a roll damage for other ogre.;Part II
1697;1697;LAURA;LAURA: Two. ten.;Part II
1698;1698;MATT;MATT: Ten damage. Nice. As he falls to the ground, the arc arcs over to the other one who drops his club for a second. Picks it up angrily.;Part II
1699;1699;LAURA;LAURA: I can reassign my Hunter's Mark to him now?;Part II
1700;1700;MATT;MATT: You can.;Part II
1701;1701;LAURA;LAURA: Yes.;Part II
1702;1702;MATT;MATT: Yes, all right. That brings us to–;Part II
1703;1703;LAURA;LAURA: Oh, my Hunter's Mark! I didn't do my Hunter's Mark damage. But it doesn't matter. He's dead.;Part II
1704;1704;MATT;MATT: It doesn't matter. You killed him.;Part II
1705;1705;LAURA;LAURA: All right, cool.;Part II
1706;1706;MATT;MATT: You just ultra killed him! (valley girl voice) He is so dead. Oh my god. This ogre is done. (normal voice) All right. The other ogre's angry. It's now the goblins' turn. These goblins rush up. They are dashing forward.;Part II
1707;1707;MARISHA;MARISHA: (valley girl voice) They are so dead.;Part II
1708;1708;TALIESIN;TALIESIN: (valley girl voice) They're just, like, dead. This one moves around, and this one runs around to there. No attacks. Everyone make an insight check.;Part II
1709;1709;SAM;SAM: Insight check? Oh shit.;Part II
1710;1710;MARISHA;MARISHA: What happened? Why are we doing this?;Part II
1711;1711;TALIESIN;TALIESIN: I literally get a one.;Part II
1712;1712;TRAVIS;TRAVIS: (sings) Natural 20! On an insight check.;Part II
1713;1713;MARISHA;MARISHA: 20 total. 20.;Part II
1714;1714;LAURA;LAURA: 22.;Part II
1715;1715;ORION;ORION: Four.;Part II
1716;1716;TALIESIN;TALIESIN: Natural one. I'm really not paying attention.;Part II
1717;1717;MATT;MATT: You're dealing with the fact that you just fired your gun for the first time and it burned your hands a little. You're like “Ugh!”;Part II
1718;1718;SAM and MATT;SAM and MATT: Grog.;Part II
1719;1719;TRAVIS;TRAVIS: Recites poetry.;Part II
1720;1720;MATT;MATT: Grog is familiar with one thing, fear in the eyes of his enemies. Looking at these goblins, they're not charging to attack. The attacks seem to be instinctual. They are running.;Part II
1721;1721;MARISHA;MARISHA: Oh, no!;Part II
1722;1722;MATT;MATT: They are scared.;Part II
1723;1723;LAURA;LAURA: Yes!;Part II
1724;1724;MATT;MATT: They are fleeing from something.;Part II
1725;1725;SAM;SAM: From the ogres?;Part II
1726;1726;TRAVIS;TRAVIS: Something behind the ogres.;Part II
1727;1727;LAURA;LAURA: Oh, no.;Part II
1728;1728;SAM;SAM: May I make a request that you kill them anyway?;Part II
1729;1729;TRAVIS;TRAVIS: It's like playing croquet at this point, so yes.;Part II
1730;1730;(laughter);(laughter);Part II
1731;1731;MATT;MATT: Grog, it's your turn.;Part II
1732;1732;TRAVIS;TRAVIS: I would like to rage! And I would like to move to the right of all those stinking goblins!;Part II
1733;1733;MATT;MATT: Right over here?;Part II
1734;1734;TRAVIS;TRAVIS: Yeah, a little more to the right. Yeah, a little more. Yeah, keep going. All the way flanking it there. Yeah. Yeah, and then I would like to give them the cleanest shave possible with my greataxe.;Part II
1735;1735;MATT;MATT: All right. Go ahead and roll for attack on the first one.;Part II
1736;1736;TRAVIS;TRAVIS: 18 plus eight. That's 26?;Part II
1737;1737;MATT;MATT: That definitively hits. Go ahead and roll damage.;Part II
1738;1738;TRAVIS;TRAVIS: Oh, damage, crap.;Part II
1739;1739;LIAM;LIAM: (sings) Decapitation!;Part II
1740;1740;TRAVIS;TRAVIS: Two plus the four. 13!;Part II
1741;1741;MATT;MATT: 13? Okay. As you rush up, you bring your axe into the first goblin to your right (whoosh) clean. You don't even feel resistance. You hear this little (wheeze) sound as this being is bisected.;Part II
1742;1742;TRAVIS;TRAVIS: Oh, that was cute.;Part II
1743;1743;MATT;MATT: Its head and upper torso rolling off to the side before rolling to a stop. However, the inertia of your axe still keeps through to the one on the other side of you. Go ahead and roll for your second attack on that.;Part II
1744;1744;TRAVIS;TRAVIS: 21!;Part II
1745;1745;MATT;MATT: Also hits, go ahead and roll damage.;Part II
1746;1746;TRAVIS;TRAVIS: Oh, that was eight plus seven is 15!;Part II
1747;1747;MATT;MATT: As you cleave through the first goblin, you swing around, another goblin looks up at you, scared, and pulls a dagger out with its gnarled tongue, (hisses), at which point the axe embeds itself straight into its face. Its angry face goes, “Ugh!” and falls slack against your blade. You lift backward, and it's stuck to the edge of your axe. Just limply dangling against– you shake it off a little bit.;Part II
1748;1748;TRAVIS;TRAVIS: Double prizes! Yeah!;Part II
1749;1749;MATT;MATT: Great. That ends your turn. The thing about rage is that you can use your bonus action for a third attack. If you wanted to do a frenzy action, but you don't need to. That brings us to the ogre's turn. The ogre gets up, let's see if it makes its saving throw for an attempt to get out. It does with an 18. However, the ogre gets about that far. It's going to make a double move.;Part II
1750;1750;LAURA;LAURA: Double move?!;Part II
1751;1751;TALIESIN;TALIESIN: He's running.;Part II
1752;1752;MARISHA;MARISHA: I still have Entangle up.;Part II
1753;1753;MATT;MATT: I know. He managed to resist it.;Part II
1754;1754;LAURA;LAURA: He saved against it.;Part II
1755;1755;MATT;MATT: It's a big ogre.;Part II
1756;1756;MARISHA;MARISHA: Poop.;Part II
1757;1757;MATT;MATT: The ogre takes his full turn to get up in melee with you guys. It does not have its attack since it used its full movement there. Once again, you see as it's lumbering forward, it also has this look in its eye of desperation.;Part II
1758;1758;SAM;SAM: Oh crap.;Part II
1759;1759;ORION;ORION: We should just let it pass.;Part II
1760;1760;MATT;MATT: Now it is Vax's go.;Part II
1761;1761;LIAM;LIAM: My sister's right in the face of the ogre, correct?;Part II
1762;1762;MATT;MATT: Correct.;Part II
1763;1763;LIAM;LIAM: Excellent. I'm going to take a run towards my sister, since she's right close to him, he's distracted so I'm going to turn just as I get to her, so my back presses against hers and swing around and sneak attack two daggers up in his belly.;Part II
1764;1764;LAURA;LAURA: We've practiced this, I turn.;Part II
1765;1765;MATT;MATT: All right. As you dodge to the side, this blur of shadow and speed, you coast up to the side of your sister, dagger both plunge towards the side of the ogre. Go ahead and roll for an attack.;Part II
1766;1766;LIAM;LIAM: All right. One. Then the other one I do a poison dagger, gets a (singing) 20!;Part II
1767;1767;TRAVIS;TRAVIS: Oh, put it on him brother!;Part II
1768;1768;MATT;MATT: All right.;Part II
1769;1769;LIAM;LIAM: That is dagger of venom, 1d4. Three, plus two is five, and then is the sneak attack damage go with–?;Part II
1770;1770;MATT;MATT: Yeah it does because you have another ally adjacent to it. You don't get advantage on the attack roll, but you can still do the sneak attack.;Part II
1771;1771;LIAM;LIAM: Critical hit, too, as well, wouldn't it?;Part II
1772;1772;MATT;MATT: Yeah! You can multiply the sneak attack damage.;Part II
1773;1773;LIAM;LIAM: Five, plus- and the double goes to the sneak attack damage?;Part II
1774;1774;MATT;MATT: It does. Modifiers don't double, but any dice you roll double.;Part II
1775;1775;LIAM;LIAM: Nine, 15–;Part II
1776;1776;MATT;MATT: In my game. (clicks tongue);Part II
1777;1777;LIAM;LIAM: So 30 plus five, 35.;Part II
1778;1778;MATT;MATT: 35 damage.;Part II
1779;1779;LIAM;LIAM: Plus poison.;Part II
1780;1780;MATT;MATT: The poison's not going to factor in. You swing past her, both blades jam right into the side of its rib cage. You hear it howl out in pain. As it does, you twist the daggers in a way where both blades are now going in two different directions, and you carve out a section of its entire abdomen. As you do, the flesh, like whale blubber, sloughs off the sides of it. Organs spill out, intestines, and it looks down and tries to pull them back in. You see the color draining from its face, and you lean up and kick it down. The ogre and falls to the ground lifeless, destroyed.;Part II
1781;1781;TALIESIN;TALIESIN: You gave him just enough time to regret everything that had ever happened.;Part II
1782;1782;MATT;MATT: Yes.;Part II
1783;1783;TALIESIN;TALIESIN: Well done. Bad life choices.;Part II
1784;1784;MATT;MATT: That brings us to Keyleth.;Part II
1785;1785;MARISHA;MARISHA: I didn't call my mom enough.;Part II
1786;1786;LAURA;LAURA: There are two goblins left?;Part II
1787;1787;MATT;MATT: There are two goblins left.;Part II
1788;1788;MARISHA;MARISHA: Okay. I do a quick sprint jog up towards Grog and go (boof) and bring up a big stone wall. Right where that entrance is.;Part II
1789;1789;MATT;MATT: Right here?;Part II
1790;1790;MARISHA;MARISHA: No. Like, right where things are pouring out.;Part II
1791;1791;MATT;MATT: Right, here?;Part II
1792;1792;MARISHA;MARISHA: Yeah.;Part II
1793;1793;MATT;MATT: All right, Wall of Stone.;Part II
1794;1794;MARISHA;MARISHA: Wall of Stone– boom.;Part II
1795;1795;MATT;MATT: All right. A giant wall of stone now completely seals off that part of the mine.;Part II
1796;1796;MARISHA;MARISHA: We don't know what's in there, we should talk about this for a second, and I bought us some time. I'm sure it's going to try to beat through that door in a second.;Part II
1797;1797;MATT;MATT: I'm going to say that you moved up to there with your movement. All right, I'd say probably over here, not right next to the goblins and that will give you enough range. Okay, so the wall of stone–;Part II
1798;1798;(boom);(boom);Part II
1799;1799;MARISHA;MARISHA: Are there any guards around still? Any dwarven guards?;Part II
1800;1800;MATT;MATT: They are all watching you do this now. They don't want to put their lives at risk, and you guys seem intent on getting into the middle of this battle, so they are going to sit back and let you do it.;Part II
1801;1801;MARISHA;MARISHA: I throw up my wall and turn around and I say: What's coming?! Tell us! You know what's coming. What's coming?!;Part II
1802;1802;MATT;MATT: Make an intimidation check.;Part II
1803;1803;LAURA;LAURA: Keyleth, you are so hardcore.;Part II
1804;1804;MARISHA;MARISHA: I'm not good at this.;Part II
1805;1805;SAM;SAM: You speak goblin?;Part II
1806;1806;MARISHA;MARISHA: Oh, four.;Part II
1807;1807;(laughter and groaning);(laughter and groaning);Part II
1808;1808;MARISHA;MARISHA: (tearfully) What's coming?;Part II
1809;1809;TALIESIN;TALIESIN: Make a pity roll.;Part II
1810;1810;MATT;MATT: A very gentle attempt at intimidation, however, the message gets across. The guards look at you, taken off guard.;Part II
1811;1811;MARISHA;MARISHA: We are about to die. It is in your best interest to tell us.;Part II
1812;1812;MATT;MATT: “We don't know! It's been different things. Strange abominations. It's hard to describe. They're put together. Something's making things down there.”;Part II
1813;1813;MARISHA;MARISHA: What kind of things? From where?;Part II
1814;1814;MATT;MATT: As they're talking, you hear a (boom) against the stone.;Part II
1815;1815;TALIESIN;TALIESIN: (clicking) Sitting down.;Part II
1816;1816;TRAVIS;TRAVIS: I bring out my blade.;Part II
1817;1817;MATT;MATT: The stone cracks, and you can see a noticeable crack and an audible (cracking).;Part II
1818;1818;LIAM;LIAM: I'm running right now diagonally towards the wall and I press against the wall.;Part II
1819;1819;LAURA;LAURA: Oh, good call. I do the same thing on the other side.;Part II
1820;1820;MATT;MATT: Okay, so you come over here. Do you want to bring Trinket with you?;Part II
1821;1821;LAURA;LAURA: Yeah!;Part II
1822;1822;MATT;MATT: All right.;Part II
1823;1823;TALIESIN;TALIESIN: You're all so fancy.;Part II
1824;1824;MARISHA;MARISHA: I cast Stoneskin on myself.;Part II
1825;1825;LAURA;LAURA: We're stealthing, I'm stealthing.;Part II
1826;1826;MATT;MATT: Roll stealth both of you.;Part II
1827;1827;ORION;ORION: How tall are the walls? I mean the ceiling.;Part II
1828;1828;MATT;MATT: Oh, the ceiling right now is the rest of Kraghammer for the most part.;Part II
1829;1829;TRAVIS;TRAVIS: Hundreds.;Part II
1830;1830;MATT;MATT: Yeah, it is a huge ceiling.;Part II
1831;1831;TRAVIS;TRAVIS: What's in the middle? Are those fires?;Part II
